CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,CF01,CF02,CF04,UQ01,UQ02,UQ03,UQ04,D002_01,D002_02,D002_03,D002_04,D002_05,D002_06,D002_07,D002_08,D002_09,D003,D003_05,D004_99,D005_01,PR01_RV1,PR01_RV2,PR01_RV3,AU01_01,AU01_02,AU02_01,AU03_01,AU04_01,AU05,AU05_01,AU05_02,AU05_03,AU05_04,AU05_05,AU05_05a,AU06_01,AU18_01,AU19_01,AU20_01,AU07_01,AU08_01,AU09,AU09_01,AU09_02,AU09_03,AU09_04,AU09_05,AU09_06,AU10,AU10_01,AU10_02,AU10_03,AU10_04,AU10_05,AU10_06,AU11,AU13,AU14_01,AU14_02,AU16_01,AU16_02,AU16_03,AU16_04,AU16_05,AU16_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
176,,,base,interview,06/09/2021 16:54,,,1,1,1,1,1,5,6,5,6,6,1,5,1,6,1,,27,South Africa,6131cf185229a17d03207c9f,61361b3f24903104f34b1853,61362b978bdefd127a3a2b23,2,2,"Unless it was one object for all authentication accounts, I would have a hard time carrying around objects every time I needed to log in. I'm also phyiscally disabled and it is always easy to reach for objects when I need them. Say, I went out with my object authentication tool but then I forget it in my handbag which I store away when I get home. It won't be easy for me to get out of bed and into my wheelchair and get my bag. ",Less than 10 seconds,Size of pen or house key,1,1,1,2,1,1,,I would use the object at home on my personal computer and outdoors on my phone or smart watch,I'm extremly busy work wise; sometimes I'm required to login between several apps at a minute at a time to verify facts. ,"Because I have a neurological tremor in the hands, I struggle with carrying heavy objects.",I would prefer an object that can move with me as I move ,1,In my personal possessions (eg. hand bag or vehicle),3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,A laser pen that scans your face or fingerprint.,Black or white so that those with colour-sensitive disabilities can utilise it,1,1,Touch,"For touch interaction, if I place it at the back of my phone, I would like it to recognise my fingerprints.

","I'd like it to be a two step authentication; where I have pre selected which fingers specifically successfully authenticate. For example, first step is combination of the right hand's index, forefinger and middle finger but for step 2, it is each of the same fingers but one at a time, in reverse. In other words, so first the index, then the middle then the forefinger",Interesting study. Would love to see final study outcomes,30,12,34,459,67,688,57,2,1349,,06/09/2021 17:16,1,0,8,8,0,0,1.48,30
178,,,base,interview,06/09/2021 16:54,,,1,1,1,1,1,4,4,2,4,2,6,1,5,5,1,,25,USA,612f7930de65b7c974537d04,61361b3f24903104f34b1853,61362ba95d0424ee2902a037,4,3,ease of use,"about 5 seconds, not more",less than 10cm--something that you could fit on a ketchain,1,1,1,2,1,1,,"if i need it somewhere, i would use it ",if longer than 5 seconds I think users would become impatient,don't want to have to carry something super big around,don't want it to be damaged,4,in a case,3,1,2,1,2,2,1,5,2,2,2,2,2,1,4,1,an oval shape--something that can easily fit into the plam of my hand and conform to my grip ,neutral colors like black/gray/white,"touch, arrangement, configuration","touch, arrangement, configuration","touch, arrangement, configuration","rotate something like a lock, slide on a scale that looks like an animal, or something else that i like. ","1. secure
2. ease of use
3. small size
4. shape
5. color",no,25,12,28,203,39,285,48,3,643,,06/09/2021 17:05,1,0,8,8,0,0,1.83,46
179,,,base,interview,06/09/2021 16:54,,,1,1,2,1,1,,,,,,,,,,,,,,6122d13da3e7e07598bcfb0e,61361b3f24903104f34b1853,61362ba62d3873feed3567a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,31,,,,,,52,,06/09/2021 16:55,0,0,3,3,0,0,2.11,189
180,,,base,interview,06/09/2021 16:54,,,1,2,1,2,1,3,4,4,4,4,5,3,5,1,1,,20,ireland,613286a95b17e0a71322b475,61361b3f24903104f34b1853,61362ba942623267a47be7a9,4,4,I think its almost like having a set of keys for your devices. It would give mw a greater sense of security as it would be alot harder to hack then a simple password.,10 seconds max,no bigger than a set of keys ,1,1,1,2,1,1,,i think it should be an object you can use in any circumstance to unlock your devices. Ie if you are working on a laptop from home you can use it but similarly if you visit a library or cafe,We are living in such a digital age that we are so used to things being virtually instant and at our fingertips within a second. In order ro ensure people will use your product I think it would be really important that it would be just as fast as using a password. ,it should be easy to transport. It should be able to fit in your wallet or pocket so that you can bring it with byou everywhere,As you stated it cannot be opened by another person so that lessens the chance of left as the thief nwould not be able open it. For such a reason the safety of the object doesnt matter much. Much like a house key you dont want it to get broken but theft wouldnt be a big issue. You can store it virtually anywhere with you when going about your day,5,bag/pocket,4,2,2,1,2,2,1,3,2,2,1,2,1,1,4,1,I think a circular puc shaped item would be ideal. Easy to carry and pleasing to the eye,i think it should be black with no design therefore it looks sleek and professional,I would be willing to use the touch feature as its so simple,depends on the level of security. If it was my bank account maybe all of them to ensure its safety but for eg: instagram only one,"touch 
assembly
configuration",my object was a puc circular shaped device and i would simply touch the centre,"that i am the owner
safety
that the object is opened correctly
that it is clever and knows it is me ie i dont have to touch it multiple times
I suppose it would also be interesting if it had a feauture where it would know that someone is forcing you to open it and would therefore not open",no,17,37,289,382,41,349,41,2,912,,06/09/2021 17:14,1,0,8,8,0,0,1.48,30
181,,,base,interview,06/09/2021 16:54,,,1,1,1,1,2,4,6,2,6,6,4,3,5,5,1,,18,Poland,61322447efdb668e0b2e4f21,61361b3f24903104f34b1853,61362ba61d6e3f257401d22d,3,2,"I think that it's not necessary, the password would be enough",15,4,2,2,1,2,1,1,,"People use interner mainly indoors, but sometimes also outdoors.",It would take me about 15 seconds because I'd have to click some spots on the device and it would take a while.,The object shouldn't be too big because everyone would have to take it with them almost all the time. But also it shouldn't be too small to click the buttons or spots on it.,Because in those places are lots of people and it would be needed.,5,In the shops and in public transport.,3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,Disc shaped,Metalic grey,3,3,"Touch, configuration, arrangement",I could press or rotate the button on the device.,"Multiple options of ""passwords""
Easy to use
Convenient","The authentication object would be an interesting device but it must be practical, easy to use and safe.",146,120,48,669,122,944,95,6,2150,,06/09/2021 17:30,1,0,8,8,0,0,0.6,0
182,,,base,interview,06/09/2021 16:54,,,1,1,2,1,1,2,3,3,4,4,2,2,4,2,2,,24,England,61361955d51e79d226eb44f9,61361b3f24903104f34b1853,61362bbf1be38b1a468f6a4e,4,3,Not too sure about either of them ,5s,10cm,1,2,1,1,1,1,,"Indoors makes sense as why would you need it outdoors, would be too time consuming ",i dont want to wait ages for authentification it should be quick,"What reason would they have for being bigger than that, would start being inconvinient",safer,4,vans,1,2,1,1,1,1,1,2,2,2,1,1,1,1,4,1,"I think shaped like an eye, as it makes sense like its looking out","White, simple",2,1,"Touch, arragnment",Touch with weight recognistion,"Correct weight,
Correct size
Color
time",No,4,4,55,262,24,114,33,2,498,,06/09/2021 17:03,1,0,8,8,0,0,2.33,166
183,,,base,interview,06/09/2021 16:55,,,1,1,1,1,1,5,5,3,4,5,4,5,4,4,2,,24,South Africa,612f3d83d0ac93087a7e2c65,61361b3f24903104f34b1853,61362bbcb4a63f9862cdf3fc,4,4,"Being an individual who uses my finger print as a password to my phone and banking app, I would be open to an authentication object if the safety features are there (when losing the device, for example.)",5,10 centimeters ,1,1,1,2,1,1,,"I would be cool to use my object when using public transport , like the bus or train. Instead of a card or a ticket.",I think 5 seconds is reasonable and 8 seconds at worst.,Between 10 cm and my iPhone 7S that would be suitable.,"This would not be a major issue for me, because I usually carry a backpack with me everywhere I go. However, an object that will fit in my jeans pocket would be ideal.",4,Inside a wallet or card holder. ,1,1,1,1,1,1,2,5,2,2,2,2,2,1,4,1,"A rectangular object, like a bank card. But smaller & thicker.",I'm thinking of a black carbon looking object. Silver would do also.,"Touch, configuration and arrangement.",Both touch and configuration.,Touch and configuration,Twisting of parts for the configured alignment sounds less tedious.,"1. A uniques password or fingerprint ID
2. A solution for the possibility of loss.
3. Email updates.
4. Find my device/object option.
5. Facial recognition, for when someone tries to use my device. Their picture must be sent to my email.",It would be much easier if the device has facial recognition when authenticating.,113,63,56,822,103,1461,133,4,1855,,06/09/2021 17:41,1,0,8,8,0,0,0.63,2
184,,,base,interview,06/09/2021 16:55,,,1,1,1,1,2,6,4,5,6,5,3,5,5,4,1,,19,Poland,6134a727fc1e3f0ee23aab8a,61361b3f24903104f34b1853,61362bd6109280ce220b38b9,5,5,I feel safe when my things are protected,30 seconds ,it should not take up much space,1,1,2,1,1,1,,Because in outdoors is always better view,In my opinion 30 seconds is not too long for that kind of proces,It must be comfortable ,such a solution would be the safest,5,in a place where one person has access,2,2,1,1,1,2,1,2,2,1,1,1,2,1,4,1,"For my the best objects would be something like fidget spinner, i would have fun with it, it should be also like square ","The black and green are the colors witch pay my attention, so i would chose it ",It would be two touch ,I would want to perfom three interactions,"Touch, assembly and arrangement",I would like to make a few hand gestures to authenticate,"should work quickly, be visible to
to be pretty, to interest people and to make a good impression","No, i don't",160,74,81,727,98,782,79,6,2007,,06/09/2021 17:28,1,0,8,8,0,0,0.62,0
185,,,base,interview,06/09/2021 16:55,,,1,1,1,1,1,5,5,3,5,5,6,4,6,5,1,,35,South Africa,6136006ad16d0408b53eea87,61361b3f24903104f34b1853,61362bc22868ad1df88d8568,4,3,personally I don't even have any authentication process on my phone that i use daily so I am unsure if I would consider authentication object as a main form of authentication,less than 30 seconds,about 5cm not more than 10cm or a bit more,1,2,1,1,1,1,,remembering to have it all the time can be an incovinience for outdoors,It should take long it should be quick and efficient,It shouldn;t be too big but also not too small that it is not easily misplaced,where i can easily access it when I am home but also still safe,4,work station,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,It would be in a square or rectangular shape,Either black or white,Configuration,only one,Either configuration or touch,after the object is correctly aligned by rotating it anti-clockwise I would finish the process by confirming the password,"password
pin 
fingerprint
face recognition
pattern ",Would the object be inserted inside the phone as a memory card and your phone would still function properly without it?,99,45,70,647,165,1253,263,13,2360,,06/09/2021 17:38,1,0,8,8,0,0,0.51,0
186,,,base,interview,06/09/2021 16:55,,,1,1,1,1,2,5,6,2,6,6,2,6,2,6,2,,25,SOUTH AFRICA,612f8247a24b6179c82b57f3,61361b3f24903104f34b1853,61362bbe8a335765c8001e31,5,4,"Personalised authentication objects seem to be a secure way of protecting ones data even if the cellphone can be stolen, it cannot be cracked easily.",300,2,1,1,1,2,1,1,,"Due to its effectiveness, I believe it should be used everyone so that our phones can be protected at all times.","Loging in to check emails may take longer due to network issues or delays, hence the need for 300 seconds.","The authentication object need to be smaller than the phone and also be able to fit in ones pockets.And when it is in the pocket it should not be easily identifiable, this will prevent risks of it being stolen.",This object should always be in the custody of the owner due to its importance.It should be stored with other important objects such as bank cards and cash.,5,In the pocket or wallet.,3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,Rectangle.,Blue.,3,3,"Touch, Arrangement and assembly.",Touch the perfect corner of the rectangle to authenticate. Arrange the rectangle to the top left of the screen and linking to rectangles to unlock the phone in the centre of the screen.,"The location of the phone should be detected.
The weather of the location should be detected.
The voices of people around should be recorded.
The authentication should stop working after 3 unsuccessful attempts of unlocking.
The authentication process should stand ready to report to manufacturers any unusual activities on the phone.",Authentication objects are the future and should be implemented. ,27,79,37,539,70,937,95,13,1797,,06/09/2021 17:25,1,0,8,8,0,0,0.8,3
187,,,base,interview,06/09/2021 16:55,,,1,1,1,1,1,5,6,4,6,6,3,4,4,6,2,,18,Poland,6133ba9a50d368581b0f82dc,61361b3f24903104f34b1853,61362b7b109280ce220b38ab,4,5,"I would use them, beacuse they are handy and easy to use",25 seconds,somthing about 10cm,1,1,1,2,1,1,,If it would work as I understand you could get an authorization interacting with it even in your pocket,"I think 25 is a lot of time for authentication, but not that much to lose patience","It would be smaller than phone, so you could fit this object and phone in one pocket","Everyone has a pocket, so it would be the best place",2,Pocket,2,1,1,2,2,1,1,1,1,1,2,1,1,1,4,1,I think it would be like rubic's cube and to authenticate you would place the collors in a correct patterb,"As I said it would be colorful, but it should have main color. I choose purple",5,4,All of them,Doing knocking cipher,"waterproof, handy, entertaing (like antistress ball or sth), cheap, easy to get",no,3,40,24,321,53,321,50,5,817,,06/09/2021 17:09,1,0,8,8,0,0,1.56,78
188,,,base,interview,06/09/2021 16:56,,,1,1,1,1,1,4,4,4,3,4,5,4,5,5,1,,19,United States,61007e5850af52b2ffe73b2f,61361b3f24903104f34b1853,61362bf64c9475f969518d58,4,2,"I like the idea of it being more secure for one specific account, however I'd hesitate to use it for everything as I'd be afraid of losing it.",Less than 30 seconds.,No larger than a credit card.,1,1,1,2,1,1,,I dont see a reason it should be limited to just one.,If the time it takes exceeds what it would normally take me to type in an email and password then it loses a lot of appeal.,"The shape would also matter, but any larger than a card no matter the width becomes a bother and is just one more thing to worry about carrying.",If it cannot be comfortably in either of those locations I feel as though it is no longer convenient.,4,It should be able to be stored in a wallet or your pocket.,2,1,1,2,1,2,1,5,2,2,2,2,2,1,4,1,A larger than average coin shape. Perhaps more like a small medallion.,Black or gray. Very neutral colors.,All but Augmentation.,All but Augmentation.,I'd prefer to primarily use Touch and Configuration.,I'd like to be able to use different sides of it for different things. Like only a specific side for a specific door and I'd rotate it accordingly.,"Convenience, Time, Security, Accuracy, Visual Appeal",N/A,97,53,23,477,54,653,64,3,1424,,06/09/2021 17:19,1,0,8,8,0,0,1.09,11
189,,,base,interview,06/09/2021 16:56,,,1,1,1,2,1,4,4,3,3,4,2,1,2,4,1,,18,Portugal ,6026cae4e73d403f3f026c6e,61361b3f24903104f34b1853,61362c15e7624b88e5263b02,3,3,I don't trust ,20,5,1,1,1,2,1,1,,More safe ,Take less time ,Should be small,Don't know ,4,Don't know ,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,Animals ,Black ,One,One ,Touch ,Don't know ,Don't know ,No,11,7,28,142,16,206,19,2,431,,06/09/2021 17:03,1,0,8,8,0,0,2.69,119
190,,,base,interview,06/09/2021 16:56,,,1,1,1,1,1,3,4,4,5,5,5,3,6,6,1,,29,South Africa,6126b6ac78924197b6f424a5,61361b3f24903104f34b1853,61362c0fdfdbb60edc309fb3,5,5,One specific account would make life easier. ,It takes very long,5 cm,1,1,1,2,1,1,,It needs to be accessible everywhere,You are constantly redirected,Its compact,Safe and secure location ,4,Home,1,1,1,1,2,1,1,1,1,1,1,2,1,1,4,1,"Small
Compact
Lightweight
Fully operating
Works 24/7",User can choose their own preferences ,Touch,One.. Fingerprint usage would be ideal. ,Touch,Fingerprints ,"Easy to use
Uses fingerprints
Accurate
Suspects anything wrong
Always evolving for security",No,18,6,37,195,41,269,54,5,625,,06/09/2021 17:07,1,0,8,8,0,0,1.77,66
191,,,base,interview,06/09/2021 16:56,,,1,1,1,1,1,4,5,5,6,6,3,6,6,6,1,,22,South Africa ,61347df8bae7256b1ba2d780,61361b3f24903104f34b1853,61362c30c0200f56109ff7f0,5,5,It would enable me to easily access my gadgets,2 seconds ,13 cms ,1,1,1,2,1,1,,We use our phones almost everywhere we go. It would ideal to use it both indoors and outdoors. ,It should take a short time to access my apps and emails ,I used a phone to do the measurements. ,Public transport is used every day. It would be convenient to store it in public transport. ,5,Public transportation ,3,2,1,1,2,2,1,3,2,1,2,1,2,1,4,1,Circle ,Green,Touch ,One,"
There is a 3D printed square with 1black square, to authenticate, the user places the object on a smartphone and presses one  black square. 

",You would need to touch the 3D printed object to authenticate. ,"Privacy
Authentic 
Fast
Easy to use 
Touch ",No,19,29,43,428,87,484,65,3,1158,,06/09/2021 17:16,1,0,8,8,0,0,1.25,14
